,date,sentiment_score,content,source
53720,2019-06-27,0.803509,【成都“地王”易主 土拍价再创新高】今年5月，首次进入成都的禹州地产，曾以18400元/㎡摘得三圣乡地块，拿下成都“地王”，但仅一个月便易主。6月27日，成都两新盘再现万人抢房后，拿出两宗住宅用地开拍。其中，青羊宗地由四川金雁以18512元/㎡竞得，溢价48%，成都地价再次创下新高；武侯宗地则由保利地产以17190元/㎡竞得，溢价69%。据悉，今日出让的两宗地重启“限价竞买+续竞自持租赁住房面积+抽签竞得”的拍卖方式。（证券时报）,eastmoney
44822,2019-06-27,0.896438,云财经讯，今年5月，首次进入成都的禹州地产，曾以18400元/㎡摘得三圣乡地块，拿下成都“地王”，但仅一个月便易主。6月27日，成都两新盘再现万人抢房后，拿出两宗住宅用地开拍。其中，青羊宗地由四川金雁以18512元/㎡竞得，溢价48%，成都地价再次创下新高；武侯宗地则由保利地产以17190元/㎡竞得，溢价69%。据悉，今日出让的两宗地重启“限价竞买+续竞自持租赁住房面积+抽签竞得”的拍卖方式。,yuncaijing
81603,2019-06-27,0.803509,【成都“地王”易主 土拍价再创新高】今年5月，首次进入成都的禹州地产，曾以18400元/㎡摘得三圣乡地块，拿下成都“地王”，但仅一个月便易主。6月27日，成都两新盘再现万人抢房后，拿出两宗住宅用地开拍。其中，青羊宗地由四川金雁以18512元/㎡竞得，溢价48%，成都地价再次创下新高；武侯宗地则由保利地产以17190元/㎡竞得，溢价69%。据悉，今日出让的两宗地重启“限价竞买+续竞自持租赁住房面积+抽签竞得”的拍卖方式。（证券时报）,sina
46894,2019-07-04,0.757073,云财经讯，房地产板块异动，龙头财信发展、荣安地产双双涨停，阳光城、卧龙地产、合肥城建、保利地产集体走强,yuncaijing
55978,2019-07-04,0.809032,【地产板块异动拉升】地产板块异动拉升，荣安地产直线拉升封涨停，保利地产、阳光城涨逾4%，泰禾集团、世茂股份、卧龙地产、合肥城建、渝开发等纷纷走强。,eastmoney
84896,2019-07-04,0.785776,地产板块异动拉升，荣安地产直线拉升封涨停，保利地产、阳光城涨逾4%，泰禾集团、世茂股份、卧龙地产、合肥城建、渝开发等纷纷走强。,sina
47601,2019-07-08,0.976521,云财经讯，保利地产公告，2019年6月，公司实现签约面积409.63万平方米，同比降低4.28%；实现签约金额636.62亿元，同比增长5.76%。2019年1-6月，公司实现签约面积1636.47万平方米，同比增长12.56%；实现签约金额2526.24亿元，同比增长17.33%。,yuncaijing
56765,2019-07-08,0.959645,【保利地产：上半年签约金额2526亿元 同比增17%】保利地产(600048)7月8日晚间公告，2019年6月，公司实现签约面积409.63万平方米，同比降低4.28%；实现签约金额636.62亿元，同比增长5.76%。2019年1-6月，公司实现签约面积1636.47万平方米，同比增长12.56%；实现签约金额2526.24亿元，同比增长17.33%。（证券时报网）,eastmoney
56768,2019-07-08,0.935584,【继中船系之后 保利集团与中丝集团重组！概念股午后逆势走强 新一轮国改主题起风了？】从盘面上来看，权重与题材股几乎“绿油油”一片，仅农业与养殖板块一枝独秀，不过午后久联发展直线涨停，保利地产、中国海诚也跟随上行，随后受股指拖累，股价再度下行，好在九联发展维持强势至收盘。,eastmoney
86143,2019-07-08,0.799862,久联发展午后直线封板，保利地产涨逾2%，中国海诚翻红。国资委消息，经报国务院批准，中国保利集团有限公司与中国中丝集团有限公司实施重组。,sina
85922,2019-07-08,0.968801,保利地产公告，2019年6月，公司实现签约面积409.63万平方米，同比降低4.28%；实现签约金额636.62亿元，同比增长5.76%。2019年1-6月，公司实现签约面积1636.47万平方米，同比增长12.56%；实现签约金额2526.24亿元，同比增长17.33%。,sina
25665,2019-07-08,0.929346,保利地产(600048)7月8日晚间公告，2019年6月，公司实现签约面积409.63万平方米，同比降低4.28%；实现签约金额636.62亿元，同比增长5.76%。2019年1-6月，公司实现签约面积1636.47万平方米，同比增长12.56%；实现签约金额2526.24亿元，同比增长17....,10jqka
47731,2019-07-08,0.725265, 云财经讯，久联发展午后直线封板，保利地产涨0.5%，消息面上，中国保利集团有限公司与中国中丝集团有限公司实施重组,yuncaijing
86531,2019-07-09,0.571217,北上资金今日净卖出五粮液2.74亿元、海康威视2.71亿元、新城控股2.24亿元，保利地产、贵州茅台、上海机场遭抛售逾1亿元。,sina
47984,2019-07-09,0.662569,云财经讯，北上资金今日净卖出五粮液2.74亿元、海康威视2.71亿元、新城控股2.24亿元，保利地产、贵州茅台、上海机场遭抛售逾1亿元,yuncaijing
89686,2019-07-15,0.923495,【本周解禁市值不足300亿 两股实现全流通】统计显示，本周面临解禁个股有31只，以最新收盘价计算，解禁市值为281亿元，与上周482亿解禁市值相比，大幅下降超40%。值得一提的是，本次解禁完成后，保利地产与华贸物流将实现全流通。,sina
59210,2019-07-16,0.127927,【第一“股神”交成绩单：社保基金凭啥累计赚了近万亿？就靠这些金股打天下！】2019年上半年公募刮起一阵消费热潮，食品饮料板块尤其是白酒行业涨幅喜人受到各路资金追捧，记者注意到，截至二季度末，金融、消费龙头股仍是股基“心头好”。根据已经披露基金二季报的数据，贵州茅台、中国平安、五粮液、格力电器、伊利股份、温氏股份、中信证券、保利地产、美的集团、长春高新跻身公募持股市值前十，晋升为最受二季度首批公募基金偏爱的前十大重仓股。（每日经济新闻）,eastmoney
59984,2019-07-18,0.907382,【保利地产业绩快报：上半年净利同比增59%】保利地产(600048)7月18日晚发布业绩快报，公司今年上半年实现营收711.6亿元，同比增长19.52%；净利103.53亿元，同比增长59.14%；每股收益0.87元。公司报告期内实现签约金额2526亿元，同比增长17.33%，为以后年度的业绩增长奠定了基础。（证券时报网）,eastmoney
28726,2019-07-18,0.72744,保利地产(600048)7月18日晚发布业绩快报，公司今年上半年实现营收711.6亿元，同比增长19.52%；净利103.53亿元，同比增长59.14%；每股收益0.87元。,10jqka
50769,2019-07-18,0.803012, 云财经讯，保利地产业绩快报：上半年实现营收711.6亿元，同比增长19.52%；实现净利润103.5亿元，同比增长59.14%,yuncaijing
90985,2019-07-18,0.788745,保利地产业绩快报：上半年实现营收711.6亿元，同比增长19.52%；实现净利润103.5亿元，同比增长59.14%。,sina
59985,2019-07-18,0.628145,【保利地产：上半年归属公司股东净利润103.52亿元 同比增58.14%】报告期内，公司营业总收入同比增长19.52%；因结转项目毛利率同比提高、投资收益增加，营业利润同比增长39.30%，利润总额同比增长38.55%；因结转项目权益比例提高，归属于上市公司股东的净利润同比增长59.14%。,eastmoney
29017,2019-07-19,0.387455,光大证券发布保利地产的研报指出，公司可结算基础扎实，2019年上半年利润释放提速；行业资金趋紧下，融资优势或加速向拿地优势转化，销售市占率提升确定性增强，业绩增长可持续性提升。,10jqka
92885,2019-07-23,0.681843,北上资金今日净买入保利地产2.31亿元、三一重工2.07亿元，净卖出五粮液5.02亿元、贵州茅台4.24亿元。,sina
52217,2019-07-23,0.0848549,云财经讯，与今年一季度末相比，公募基金在二季度对地产龙头股的态度似乎有些冷淡。市值排名前10的地产股中，只有保利地产在今年二季度获得公募基金增持，万科A、招商蛇口、华夏幸福等地产龙头股均在此期间遭遇了公募基金大举减持，万科A也由此前的第8大基金重仓股下滑至第14位。（证券日报）,yuncaijing
52024,2019-07-23,0.737341,云财经讯，北上资金今日净买入保利地产2.31亿元、三一重工2.07亿元，净卖出五粮液5.02亿元、贵州茅台4.24亿元,yuncaijing
61393,2019-07-23,0.674557,【北向资金卖出五粮液、贵州茅台等】北向资金今日净流出4.05亿元。五粮液、贵州茅台、大族激光被净卖出金额居前，分别遭净卖出5.02亿元、4.24亿元、3.34亿元；保利地产逆市获净买入2.31亿元。（证券时报网）,eastmoney
30000,2019-07-23,0.0422689,与今年一季度末相比，公募基金在二季度对地产龙头股的态度似乎有些冷淡。市值排名前10的地产股中，只有保利地产在今年二季度获得公募基金增持，万科A、招商蛇口、华夏幸福等地产龙头股均在此期间遭遇了公募基金大举减持，万科A也由此前的第8大基...,10jqka
93169,2019-07-23,0.0479857,【公募连续四个季度超配地产 万科A等龙头股反被大举减持】与今年一季度末相比，公募基金在二季度对地产龙头股的态度似乎有些冷淡。市值排名前10的地产股中，只有保利地产在今年二季度获得公募基金增持，万科A、招商蛇口、华夏幸福等地产龙头股均在此期间遭遇了公募基金大举减持，万科A也由此前的第8大基金重仓股下滑至第14位。（证券日报）,sina
96455,2019-07-31,0.241199,地产股开盘后小幅跳水，截至发稿，万科A跌超3%，保利地产、新城控股、金地集团等跌超2%。,sina
54390,2019-07-31,0.803565,云财经讯，北向资金今日净流出4.99亿元。贵州茅台、五粮液、保利地产净卖出居前，分别遭净卖出2.34亿元、1.8亿元、1.78亿元；温氏股份逆市获净买入1.1亿元。,yuncaijing
54531,2019-07-31,0.75587,云财经讯，房地产板块早盘领跌，万科A、华夏幸福、金地集团、保利地产等集体跌超3%。消息面上，中共中央政治局会议提出落实房地产长效管理机制，不将房地产作为短期刺激经济的手段,yuncaijing
63827,2019-07-31,0.0589799,【地产股开盘后集体走低 万科A跌超3%】地产股开盘后小幅跳水，截至发稿，万科A跌超3%，保利地产、新城控股、金地集团等跌超2%。,eastmoney
63665,2019-07-31,0.928998,【北向资金今净流出约5亿元 贵州茅台、五粮液净卖出额居前】7月31日，北向资金净流出约5亿元。盘后数据显示，贵州茅台、五粮液、保利地产净卖出额居前，分别遭净卖出2.34亿元、1.80亿元、1.78亿元；温氏股份、兴业银行获净买入1.10亿元、0.99亿元，净买入额居前。（证券时报网）,eastmoney
96254,2019-07-31,0.841466, 【北向资金今日净流出4.99亿元 温氏股份逆市获净买入1.1亿元】北向资金今日净流出4.99亿元。贵州茅台、五粮液、保利地产净卖出居前，分别遭净卖出2.34亿元、1.8亿元、1.78亿元；温氏股份逆市获净买入1.1亿元。,sina
96746,2019-08-01,0.712022,北上资金今日净买入温氏股份2.11亿元、中国太保1.82亿元、保利地产1.4亿元，净卖出贵州茅台6.76亿元、中国平安3.12亿元，东方财富、海康威视、涪陵榨菜、五粮液均遭逾1亿元抛售。,sina
97802,2019-08-03,0.933424,【 66只潜力股被逾10家机构集中推荐，科技与金融两领域是八月配置核心 】 机构研报扎堆看好科技、金融两大领域的结构性机会。根据同花顺数据统计发现，近30日内，有998只个股受到机构推荐，其中，66只个股期间机构看好评级家数均达到10家及以上，受到机构集中青睐。具体来看，贵州茅台、三一重工、海康威视、中国国旅、新宙邦、保利地产等6只个股期间机构看好评级家数显著居前。（证券日报）,sina
55479,2019-08-03,0.940134,云财经讯，机构研报扎堆看好科技、金融两大领域的结构性机会。根据同花顺数据统计发现，近30日内，有998只个股受到机构推荐，其中，66只个股期间机构看好评级家数均达到10家及以上，受到机构集中青睐。具体来看，贵州茅台、三一重工、海康威视、中国国旅、新宙邦、保利地产等6只个股期间机构看好评级家数显著居前。（证券日报）,yuncaijing
56401,2019-08-07,0.862971, 云财经讯，保利地产公告，公司全资子公司保利物业，已于8月6日向香港联交所递交了首次公开发行境外上市外资股（H股）并在香港联交所主板上市的申请资料。保利物业发行H股事项尚需取得中国证监会、香港证监会及香港联交所等核准。,yuncaijing
33759,2019-08-07,0.792969,保利地产公告，公司全资子公司保利物业，已于8月6日向香港联交所递交了首次公开发行境外上市外资股（H股）并在香港联交所主板上市的申请资料。保利物业发行H股事项尚需取得中国证监会、香港证监会及香港联交所等核准。,10jqka
99277,2019-08-07,0.760646,【保利地产：子公司保利物业已递交H股上市申请资料】保利地产公告，公司全资子公司保利物业，已于8月6日向香港联交所递交了首次公开发行境外上市外资股（H股）并在香港联交所主板上市的申请资料。保利物业发行H股事项尚需取得中国证监会、香港证监会及香港联交所等核准。,sina
99979,2019-08-08,0.19566,【粤上市房企前7个月 发债融资超200亿元】今年以来，房企融资势头凶猛。记者统计的注册地在广东的25家A股上市房企的发债数据显示，今年前7个月，有9家房企发行债券，规模合计约201亿元人民币。其中，保利地产和金地集团均通过境外全资子公司海外发债。（证券日报）,sina
34241,2019-08-08,0.22098,今年以来，房企融资势头凶猛。记者统计的注册地在广东的25家A股上市房企的发债数据显示，今年前7个月，有9家房企发行债券，规模合计约201亿元人民币。其中，保利地产和金地集团均通过境外全资子公司海外发债。(证券日报),10jqka
100193,2019-08-09,0.743665,保利地产：7月实现签约金额270.37亿元，同比增长13.18%；1-7月实现签约金额2796.61亿元，同比增长16.92%。,sina
57086,2019-08-09,0.790604,云财经讯，保利地产：7月，实现签约金额270.37亿元，同比增长13.18%；1-7月，实现签约金额2796.61亿元，同比增长16.92%,yuncaijing
101118,2019-08-12,0.961653,【保利地产：上半年实现净利润99.55亿元  同比增长53.28%】保利地产披露半年报，2019年上半年公司实现签约金额2526.24亿元，同比增长17.33%；实现签约面积1636.47万平方米，同比增长12.56%。上半年实现净利润99.55亿元，同比增长53.28%。,sina
67002,2019-08-12,0.701249,【保利地产：上半年净利99.55亿元 同比增53%】保利地产(600048)8月12日晚间披露半年报，公司上半年实现营业收入711.21亿元，同比增长19.49%；净利润99.55亿元，同比增长53.28%。基本每股收益0.84元。报告期内，公司房地产业务结转利润水平持续改善，房地产结算毛利率为40.96%，较去年同期提升5.68个百分点，综合毛利率及净利率分别提升至39.77%和18.22%。因结转项目权益比例提高，实现净利润同比增长。（证券时报网）,eastmoney
57637,2019-08-12,0.745584,云财经讯，北上资金今日净买入平安银行12.76亿元、贵州茅台5.89亿元，净卖出保利地产1.56亿元、立讯精密1.49亿元,yuncaijing
57617,2019-08-12,0.741468, 云财经讯，保利地产：上半年实现净利润99.55亿元，同比增长53.28%,yuncaijing
104257,2019-08-19,0.0372891,【碧桂园等地产股大涨 分析称利率下行预期料利好需求】中资地产股今日大涨，截至午盘，碧桂园上涨5.6%，盘中一度上涨6.7%，创下今年1月来盘中最大升幅。融创中国上涨7.18%，雅居乐集团大涨8%，首创置业上涨5.45%，中国恒大上涨4.32%。A股方面，保利地产、首开股份、万科A、绿地控股等均有上涨。分析称，地产股上涨是因为LPR形成机制改革产生利率下行预期，对地产企业的融资端和购房需求都形成利好。,sina
63096,2019-08-29,0.971689,云财经讯，8月29日，北向资金净流入3.84亿元。个股方面，云南白药、招商银行、正邦科技净卖出额居前，分别为1.34亿元、1.25亿元和1.14亿元；五粮液、美的集团、保利地产净买入额居前，分别为3亿元、2.16亿元和1.78亿元。,yuncaijing
