,date,sentiment_score,content,source
54110,2019-06-28,0.801672,【奇虎三六零软件公司法定代表人变更 周鸿祎卸任执行董事】数据显示，6月26日奇虎三六零软件(北京)有限公司发生多项工商变更。周鸿祎卸任执行董事，董健明接任，法定代表人也由武成浩变更为董健明。此外，企业类型由有限责任公司(法人独资)变更为有限责任公司(自然人投资或控股)。该公司股东为张鹏和董健明，实际控制人为张鹏。(36氪),eastmoney
89081,2019-07-14,0.960286,【腾讯竟被反超！全球互联网上市公司TOP30中国收获1/3 这家公司刚上市就跻身中国前三】近日，中国信息通信研究院发布了2019版《中国互联网行业发展态势暨景气指数报告》。该报告列出了截至2018年底的全球互联网上市公司30强榜单，中国上榜企业达到10家，较此前一年的报告增加一家。不过，2019年已经过半，市值变动导致行业内部再次洗牌。一些具有垂直领域优势的互联网科技股成为市场的宠儿。根据Wind最新收盘日数据换算，目前上榜该榜单的十大中国互联网公司按市值排名如下：腾讯控股和阿里巴巴两大巨头分别以约4912亿美元和4402亿美元的市值领衔，后面依次为美团点评、京东、百度、网易、拼多多、携程网、三六零、微博。虽然腾讯仍稳坐中国互联网上市公司的头把交椅，但在全球排名来看，已经被Facebook反超，并跌出全球互联网上市企业榜前三。美团点评则成为“加速奔跑的黑马”，跻身中国互联网上市企业榜前三。（中证报）,sina
29016,2019-07-19,0.292309,三六零(601360)7月19日晚间公告，公司拟投资彩生活（01778.HK）。此次投资由公司全资子公司作为认购主体，认购彩生活配售的2295.6万股，认购价格5.22港元/股，总认购额约1.198亿港元。,10jqka
51573,2019-07-21,0.927736,"云财经讯，彩生活19日晚公告称，京东间接全资附属公司拟按每股5.22港元认购公司71149000股新股份，占公司现有已发行股本约5.36%。三六零安全科技股份有限公司拟按每股5.22港元认购公司22,956,000股新股份，占公司现有已发行股本约1.73%。彩生活将在商业、物流、融资及科技业务方面加强与京东合作，将加强与三六零合作，将长期积累的核心安全能力、大数据、IoT、人工智能等技术广泛应用于社区安全领域。",yuncaijing
30289,2019-07-24,0.933899,空铁WIFI板块异动拉升，辉煌科技直线涨停，佳都科技涨超3%，海特高新、精准信息、中国联通、三六零等跟涨。,10jqka
102448,2019-08-14,0.981619,工信部：2019年中国互联网企业100强榜单揭晓，阿里巴巴（中国）有限公司、深圳市腾讯计算机系统有限责任公司、百度公司、京东集团、浙江蚂蚁小微金融服务集团股份有限公司、网易集团、美团点评、北京字节跳动科技有限公司、三六零安全科技股份有限公司、新浪公司位列榜单前十名。,sina
35451,2019-08-14,0.84481,中国互联网协会、工信部网络安全产业发展中心发布《2019年中国互联网企业100强发展报告》。阿里巴巴、腾讯、百度、京东、蚂蚁小微金融服务集团、网易、美团点评、字节跳动、三六零、新浪位列榜单前十名。,10jqka
67822,2019-08-14,0.968742,【2019年中国互联网企业100强榜单揭晓 阿里腾讯百度位居前三】工信部：2019年中国互联网企业100强榜单揭晓，阿里巴巴（中国）有限公司、深圳市腾讯计算机系统有限责任公司、百度公司、京东集团、浙江蚂蚁小微金融服务集团股份有限公司、网易集团、美团点评、北京字节跳动科技有限公司、三六零安全科技股份有限公司、新浪公司位列榜单前十名。（工信部网站）,eastmoney
35670,2019-08-14,0.945637,工信部公布2019年中国互联网企业100强榜单，阿里巴巴（中国）有限公司、深圳市腾讯计算机系统有限责任公司、百度公司、京东集团、浙江蚂蚁小微金融服务集团股份有限公司、网易集团、美团点评、北京字节跳动科技有限公司、三六零安全科技股份有限...,10jqka
35669,2019-08-14,0.970938,工信部：2019年中国互联网企业100强榜单揭晓，阿里巴巴（中国）有限公司、深圳市腾讯计算机系统有限责任公司、百度公司、京东集团、浙江蚂蚁小微金融服务集团股份有限公司、网易集团、美团点评、北京字节跳动科技有限公司、三六零安全科技股份有...,10jqka
67821,2019-08-14,0.968479,【2019年中国互联网企业100强榜单揭晓】工信部：2019年中国互联网企业100强榜单揭晓，阿里巴巴(中国)有限公司、深圳市腾讯计算机系统有限责任公司、百度公司、京东集团、浙江蚂蚁小微金融服务集团股份有限公司、网易集团、美团点评、北京字节跳动科技有限公司、三六零安全科技股份有限公司、新浪公司位列榜单前十名。（工信部网站）,eastmoney
36376,2019-08-16,0.906756,空铁WIFI板块异动，佳都科技涨超7%，精准信息、*ST荣联、三六零、海特高新等跟涨。,10jqka
69164,2019-08-19,0.924529,【三六零周鸿祎：三六零将成网络安全服务商】三六零董事长周鸿祎19日在第七届互联网安全大会上表示，目前三六零已经构建起网络安全大脑，将重返企业安全、共建分布式安全大脑、分享威胁情报和知识库、赋能客户提升应该网络安全综合能力，这意味着公司未来将不卖产品，而是服务商。（证券时报网）,eastmoney
104243,2019-08-19,0.939739,【三六零周鸿祎：三六零将成网络安全服务商】三六零董事长周鸿祎19日在第七届互联网安全大会上表示，目前三六零已经构建起网络安全大脑，将重返企业安全、共建分布式安全大脑、分享威胁情报和知识库、赋能客户提升应该网络安全综合能力，这意味着公司未来将不卖产品，而是服务商。,sina
104385,2019-08-19,0.826741,【互联网安全大会今日开幕 5G元年直面新挑战】8月19日，国内“顶级”互联网安全大会——2019 ISC互联网安全大会将开幕。ISC大会主席、三六零董事长周鸿祎表达了新观点：“企业网络安全将面临四大变化：对手变了、对象变了、手段变了、假设变了。”而5G带来的爆发式增长的安全隐患，则是本届ISC大会重点讨论的核心议题之一。在业内人士眼中，当5G成为产业互联网的基础设施，意味着毫秒级的响应要求、“掉网”都可能造成严重的破坏性事件。（上海证券报）,sina
71124,2019-08-26,0.853428,【三六零：上半年实现净利润40.52亿元 同比增长163.66%】三六零披露半年报，上半年公司实现营业收入59.25亿元，基本与去年同期持平；归属于上市公司股东净利润为40.52亿元，同比增长163.66%。,eastmoney
61652,2019-08-26,0.7132,云财经讯，三六零：上半年实现净利润40.52亿元，同比增长163.66%,yuncaijing
39128,2019-08-26,0.53556,三六零半年报显示，上半年实现净利润40.52亿元，同比增长163.66%,10jqka
107103,2019-08-26,0.547337,三六零披露中报，上半年净利润40.52亿元，同比增长163.66%。,sina
62286,2019-08-27,0.862087, 云财经讯，国产软件板块持续走强，紫天科技封板，联络互动大涨7%，四维图新涨6%，中国长城、三六零、浪潮软件纷纷走强,yuncaijing
107918,2019-08-27,0.649515,【三六零8月27日盘中涨停】8月27日盘中三六零涨停，截至发稿，股价报20.46元，成交4.98亿元，换手率6.27%，振幅6.83%。,sina
108017,2019-08-27,0.844118,  国产软件板块持续走强，紫天科技封板，联络互动大涨7%，四维图新涨6%，中国长城、三六零、浪潮软件纷纷走强。,sina
72015,2019-08-28,0.946085,【国产软件板块午后异动拉升 金溢科技涨停多只个股跟涨】从盘面上来看，国产软件板块午后异动拉升，截止收盘，金溢科技、广东榕泰、紫天科技、恒铭达等多只个股涨停，中国软件、万达信息、三六零等多只个股跟涨。,eastmoney
109034,2019-08-29,0.687803,三六零直线拉升，大涨逾8%。科技部公布了最新一批国家人工智能开放创新平台名单，三六零入选。,sina
109109,2019-08-29,0.0576227,【A股公司“股神”频现 2527家公司上半年实现千亿投资收益】截至8月28日，2603家A股公司披露半年报，剔除金融类公司，剩余2527家公司上半年合计实现投资收益996.82亿元，公允价值变动收益为172.95亿元，两项合计1169.77亿元，占同期合计归母净利润的17.68%。在上述2527家上市公司中，招商蛇口投资收益居前，达44.04亿元，同比下降11.39%；泛海控股为35.43亿元，同比增长501.51%；三六零为30.31亿元，主要为转让奇安信股权。19家公司投资收益超过10亿元，房地产开发企业占有6席。（中证报）,sina
63259,2019-08-29,0.683031,云财经讯，国产软件板块持续走强，科蓝软件涨7%，三六零涨5%，华胜天成、启明星辰、网达软件、数字认证、东方通等纷纷走高,yuncaijing
