,date,sentiment_score,content,source
35990,2019-03-05,0.663628,中国联通：进一步规范资费套餐设置，认真落实降低资费目标。（澎湃）,wallstreetcn
5730,2019-03-05,0.0682789,中国移动在官方微博上表示，通过“四个确保”，进一步降低网络资费。稍早前，中国联通已作出回应称，将认真贯彻落实政府工作报告中对电信企业提出的有关“提速降费”和“携号转网”等相关工作要求与部署。,10jqka
28599,2019-03-05,0.970328,光一科技在互动平台上表示，九联科技是公司参股公司，公开资料显示九联科技与数码视讯、创维数字等均是中国联通公布IPTV全4K智能机顶盒十四家供应商之一。,sina
13737,2019-03-05,0.736228,云财经讯，中国联通：进一步规范资费套餐设置，认真落实降低资费目标（澎湃）,yuncaijing
28271,2019-03-05,0.984196,【小米MIX3 5G版成功实现5G现网在线播放8K超高清视频】小米联合诺基亚贝尔、中国联通及联通网研院，使用搭载高通骁龙855及X50调制解调器的小米MIX3 5G版，于上海成功实现了利用联通5G现网在线播放8K超高清视频。,sina
13900,2019-03-05,0.957574, 云财经讯，光一科技在互动平台上表示，九联科技是公司参股公司，公开资料显示九联科技与数码视讯、创维数字等均是中国联通公布IPTV全4K智能机顶盒十四家供应商之一,yuncaijing
18596,2019-03-05,0.656756,【中国联通：进一步规范资费套餐设置 认真落实降低资费目标】3月5日晚间，中国联通做出回应称，2019年中国联通将认真贯彻落实政府工作报告中对电信企业提出的有关“提速降费”和“携号转网”等相关工作要求与部署，坚持高质量的网络建设发展之路，高起点规划和建设以5G为重点的未来新网络。（澎湃新闻）,eastmoney
13678,2019-03-05,0.959028,云财经讯，小米联合诺基亚贝尔、中国联通及联通网研院，使用搭载高通骁龙855及X50调制解调器的小米MIX3 5G版，于上海成功实现了利用联通5G现网在线播放8K超高清视频。,yuncaijing
28354,2019-03-05,0.170738,【中国联通：进一步规范资费套餐设置，认真落实降低资费目标】 中国联通称，2019年中国联通将认真贯彻落实政府工作报告中对电信企业提出的有关“提速降费”和“携号转网”等相关工作要求与部署；持续深入推进互联网化运营，进一步规范资费套餐设置，认真落实降低资费有关目标要求，以实实在在的企业行动把相关工作落实到位，不断提高服务质量与水平，让亿万消费者共享行业发展成果。 （澎湃）,sina
28999,2019-03-06,0.916601,【刘世锦：联通混改是放宽民营企业准入的好案例】全国政协经济委员会副主任、国务院发展研究中心原副主任刘世锦3月6日在全国政协十三届二次会议记者会上表示，在放宽民营企业准入方面，一个好的案例很有说服力。在这方面大家可以关注中国联通的混改案例。联通混改后，很快就推出了低价的产品。其它运营商也跟进推出了低价产品，市场上的通信资费已经实实在在下降了。大家实际上已经感受到了放宽民营企业准入带来的受益。,sina
31200,2019-03-11,0.496899,中国联通午后拉升涨近9％，成交近20亿元。,sina
20520,2019-03-11,0.51371,【中国联通午后拉升涨近9%】东方财富网11日讯，中国联通午后拉升涨近9%，成交近20亿元。,eastmoney
39877,2019-03-11,0.841751,"【3月11日资金流向】主力净流入行业板块前五：通信、物流、化工、银行、园区开发
主力净流入概念板块前五：智能电网、创投、白马股、充电桩、能源互联网
主力净流入个股前十：西安银行、张江高科、五粮液、中兴通讯、隆基股份、大华股份、水晶光电、上港集团、中国联通、歌尔股份",wallstreetcn
40038,2019-03-11,0.112679,"小葱APP讯，近日，在中国青年网录制的“两会大家谈”中，对于主持人顾均辉提出的如何遏制这些恶意行为的问题，全国政协委员、中国联通研究院院长张云勇提出利用区块链技术，一个点多份复制，起到对恶意差评者的源头震慑。“同时，在不可篡改的基础上快速锁定恶意差评者的同类特征，做到精准快速溯源，哪怕你利用内部地址、盗用其他账号。”（凤凰网）
",wallstreetcn
20853,2019-03-12,0.362561,【中国联通午后封板】东方财富网12日讯，中国联通午后封板，涨停板封单高达150万手，成交额逾48亿。,eastmoney
40601,2019-03-12,0.417608,"创业板午后涨幅达3%。养鸡、养猪、电力物联网等板块涨幅居前。两市约130只个股涨停。中国联通涨停。
",wallstreetcn
31792,2019-03-12,0.344513,中国联通午后封板，涨停板封单高达150万手，成交额逾48亿。,sina
40602,2019-03-12,0.64336,创业板指午后大涨3%，中国联通封板，超百万手封单。,wallstreetcn
40511,2019-03-12,0.619781,"【3月12日资金流向】主力净流入行业板块前五：通信、国防军工、计算机、银行、园区开发
主力净流入概念板块前五：中字头、区块链、移动支付、养猪、上海国资改革
主力净流入个股前十：中国联通、中信证券、大智慧、恒生电子、中兴通讯、中信国安、同花顺、双汇发展、汉得信息、东北证券
",wallstreetcn
15806,2019-03-12,0.941051,云财经讯，3月11日，大华股份与中国联通浙江省分公司签订战略合作协议。双方将积极探索在5G、智慧城市、智慧消防、平安社区和行业应用等领域的全面合作，互为对方提供高效优质的价值服务。,yuncaijing
40410,2019-03-12,0.919017,【大华股份与浙江联通签署战略合作协议】3月11日，大华股份与中国联通浙江省分公司签订战略合作协议。双方将积极探索在5G、智慧城市、智慧消防、平安社区和行业应用等领域的全面合作，互为对方提供高效优质的价值服务。,wallstreetcn
31635,2019-03-12,0.92989,【大华股份：与浙江联通签战略合作协议】3月11日，大华股份与中国联通浙江省分公司签订战略合作协议。双方将积极探索在5G、智慧城市、智慧消防、平安社区和行业应用等领域的全面合作，互为对方提供高效优质的价值服务。,sina
41160,2019-03-13,0.34967,中国联通A股：2018年实现营收2908.8亿元，同比增长5.8%；实现净利润40.8亿元，同比增长858.3%；拟10派0.53元。,wallstreetcn
16310,2019-03-13,0.713284,云财经讯，中国联通研究院院长张云勇在回应记者关于5G会很快发牌照的问题时称“对，也可能很快，但是差不多我们（5G）招标应该是下半年了，招标还得花三个月”。（中国经营报）,yuncaijing
16254,2019-03-13,0.587961,"云财经讯，中国联通香港全年营收2,909亿元人民币，市场预估2,870.5亿元人民币。",yuncaijing
16243,2019-03-13,0.728699,云财经讯，中国联通：今年预计60亿到80亿投资5G，正在跟进5G牌照发放（一财）,yuncaijing
21127,2019-03-13,0.788085,【中国联通：2018年净利40.81亿元 同比增858%】中国联通(600050)3月13日晚间披露年报，2018年实现营业收入2908.77亿元，同比增长5.8%；净利润40.81亿元，同比增长858.3%。每股收益0.13元。,eastmoney
21164,2019-03-13,0.524546,【业绩快报】中国联通全年营收2909亿元，市场预估2870.5亿元；全年净利润102亿元，市场预估80.8亿元。,eastmoney
21218,2019-03-13,0.706351,【中国联通研究院院长张云勇：5G招标下半年将开启】回应记者关于5G会很快发牌照的问题时，中国联通研究院院长张云勇称“对，也可能很快，但是差不多我们（5G）招标应该是下半年了，招标还得花三个月”。（中国经营报）,eastmoney
6629,2019-03-13,0.573315,回应记者关于5G会很快发牌照的问题时，中国联通研究院院长张云勇称“对，也可能很快，但是差不多我们（5G）招标应该是下半年了，招标还得花三个月”。,10jqka
41159,2019-03-13,0.123437,"中国联通A股：2018年全年净利润40.8亿元人民币，同比增长858.3%，市场预期36.2亿元人民币。
全年营收2909亿元人民币，市场预期2902.9亿元人民币。
拟10派1.34元。
",wallstreetcn
41365,2019-03-13,0.670952,"【中国联通研究院院长张云勇：5G招标应该在下半年】中国联通研究院院长张云勇在回应关于5G会很快发牌照的问题时称“对，也可能很快，但是差不多我们（5G）招标应该是下半年了，招标还得花三个月”。（中国经营报）
",wallstreetcn
41364,2019-03-13,0.551806,【中国联通研究院院长张云勇：5G招标下半年将开启】张云勇在回应“5G牌照”问题的时候表示，“也可能很快，但是差不多我们（5G）招标应该是下半年了，招标还得花三个月。”（中国经营报）,wallstreetcn
41273,2019-03-13,0.497329,中国联通香港全年营收2909亿元人民币，市场预估2870.5亿元人民币。,wallstreetcn
6610,2019-03-13,0.331551,中国联通全年营收2909亿元人民币，市场预估2870.5亿元人民币。全年净利润102亿元人民币，市场预估80.8亿元人民币。,10jqka
32272,2019-03-13,0.648735,中国联通：今年预计60亿到80亿投资5G，正在跟进5G牌照发放。（一财）,sina
6608,2019-03-13,0.590306,中国联通：今年预计60亿到80亿投资5G，正在跟进5G牌照发放。,10jqka
41257,2019-03-13,0.648735,"中国联通：今年预计60亿到80亿投资5G，正在跟进5G牌照发放。（ 一财）
",wallstreetcn
6602,2019-03-13,0.483283,中国联通(600050)3月13日晚间披露年报，2018年净利润40.81亿元，同比增长858.3%。 ,10jqka
41258,2019-03-13,0.648735,中国联通：今年预计60亿到80亿投资5G，正在跟进5G牌照发放。（一财）,wallstreetcn
32183,2019-03-13,0.0561138,【中国联通A股2018年净利润40.8亿元 同比增长858%】中国联通A股2018年全年净利润40.8亿元人民币，同比增长858%，市场预估36.2亿元人民币。全年实现主营业务收入人民币2637亿元，同比增长5.9%。拟每股派发现金股利0.0533元(含税)，共计向本公司股东派发约16.55亿元(含税)的股利。,sina
32368,2019-03-13,0.670952,【中国联通研究院院长张云勇：5G招标应该在下半年】中国联通研究院院长张云勇在回应关于5G会很快发牌照的问题时称“对，也可能很快，但是差不多我们（5G）招标应该是下半年了，招标还得花三个月”。（中国经营报）,sina
32287,2019-03-13,0.530061,中国联通全年营收2909亿元，市场预估为2870.5亿元。,sina
41270,2019-03-13,0.289145,"中国联通全年营收2909亿元人民币，市场预估2870.5亿元人民币。
中国联通每股末期股息0.134元人民币。
中国联通全年资本支出448.7亿元人民币。
中国联通全年净利润102亿元人民币，同比增长458%，市场预估80.8亿元人民币。
",wallstreetcn
16817,2019-03-14,0.149869,云财经讯，中金今日研报将中国联通A股下调至中性评级，但维持目标价7元不变，主要考虑近期股价上涨已充分反映2019年预期。基于5.2倍2019年企业价值倍数，对应跌幅1.8%，同时，维持H股推荐评级和目标价11.2港币，基于3.0倍2019年企业价值倍数，对应涨幅16.3%。注：中国联通A股昨日公布全年业绩，2018年净利润40.8亿元 同比增长858%。,yuncaijing
16799,2019-03-14,0.718929,云财经讯，恒指开盘涨0.29%，中国联通H股涨2.18%，2018年净利润同比增长逾4倍超市场预期。,yuncaijing
42307,2019-03-14,0.501986,"【港股高开0.3%，周黑鸭再次停牌】
香港恒生指数高开0.3%。周黑鸭暂停交易。
猫眼娱乐高开1.4%，中金给出买入评级，目标价较上日收盘高48%。
美团点评高开1.4%，逆转昨日监管约谈报道后的跌势。
中海油、中石油、中石化分别高开2.1%、0.4%、1.2%。
中兴通讯高开1.9%，中国联通高开2.2%。
",wallstreetcn
21761,2019-03-14,0.0427435,【中金：下调中国联通A股评级至中性 股价已充分反映预期】中金今日研报将中国联通A股下调至中性评级，但维持目标价7元不变，主要考虑近期股价上涨已充分反映2019年预期。基于5.2倍2019年企业价值倍数，对应跌幅1.8%，同时，维持H股推荐评级和目标价11.2港币，基于3.0倍2019年企业价值倍数，对应涨幅16.3%。注：中国联通A股昨日公布全年业绩，2018年净利润40.8亿元同比增长858%。,eastmoney
33114,2019-03-14,0.561115,香港恒生指数高开0.3%，报28891.06点。周黑鸭暂停交易。中国联通H股涨2.18%，2018年净利润同比增长逾4倍超市场预期。美团点评高开1.4%，逆转昨日监管约谈报道后的跌势。,sina
33174,2019-03-14,0.0227055,【中金：下调中国联通A股评级至中性 股价已充分反映预期】中金报告称，将联通A股评级下调至中性，维持目标价在7元，对应下跌空间1.8%，主要因为目前股价已经充分反映预期。此外还考虑到提速降费和携号转网可能加剧电信行业竞争，且联通A股目前股息收益率明显低于行业平均水平。中金维持中国联通H股的推荐评级和目标价11.2港元，对应上涨空间16.3%。,sina
42356,2019-03-14,0.09605,"【早餐|3月14日】
美股升至四个月高位，英国议会否决无协议脱欧，英镑暴涨超2%创九个月最高。
拼多多四季度营收增3.8倍，全年销售费用增九倍，股价暴跌逾17%。
特朗普下令停飞全美737 Max，波音股价一度跌超3%，后小幅收涨。
美国2月PPI同比1.9%，创20个月最低，环比扭转下滑趋势。
商业信心回升，1月美国核心耐用品订单现6个月来最大环比增幅。
监管层明令券商排查配资风险、规范外部接入。
银保监会：放宽普惠型小微企业贷款不良率容忍度。
地方融资平台发债条件放松：6个月内到期、取消“单50%”限制。
中国平安：港股对回购的规定和A股有区别，目前先做A股回购；陆金所没有压力着急上市。
中国联通2018年净利润同比大增458%，称将率先开展重点城市5G试验。
24.6亿元巨额派现令人错愕！华宝股份收到深交所关注函。
北京市市场监管局约谈网络订餐平台。
提醒：上午将公布中国1至2月工业生产、社会消费、房地产投资数据；晚间将公布OPEC原油市场月报、美国1月新屋销售；次日凌晨将公布甲骨文财报。
",wallstreetcn
42330,2019-03-14,0.0225962,【中金公司：下调中国联通A股评级至中性，股价已充分反映预期】中金公司称，将联通A股评级下调至中性，维持目标价在7元人民币，对应下跌空间1.8%，主要因为目前股价已经充分反映预期。此外还考虑到提速降费和携号转网可能加剧电信行业竞争，且联通A股目前股息收益率明显低于行业平均水平。中金公司在报告中称，联通2019年资本开支压力加大，主要受5G建设和4G扩容影响，自由现金流面临压力；2019年4G用户的潜在增长空间进一步压缩，增长或出现放缓。,wallstreetcn
6773,2019-03-14,0.515642,港股恒指高开0.29%；中国联通H股涨逾2%，公司净利润达102亿元，同比增长458%。,10jqka
34829,2019-03-19,0.509158,中国联通：月份公司4G用户净增数283.9万户，累计到达数22567.8万户；移动出账用户累计到达31976.1万户。,sina
34873,2019-03-19,0.38259,中国联通(600050)3月19日晚披露业务数据，2月份公司4G用户净增数283.9万户，累计到达数22567.8万户；移动出账用户累计到达31976.1万户。注：中国联通1月份4G用户净增数为291.4万户。,sina
35037,2019-03-19,0.935723,【中国联通VoLTE业务即将试商用】中国联通在其官方微博宣布，中国联通正在加快推动VoLTE（Voice over Long-Term Evolution）商用工作，全网基本具备条件，近期将开通试商用。据了解，中国联通VoLTE业务采用IMS（IP多媒体子系统）技术，基于LTE网络实现，可支持高清语音、高清视频、多媒体消息等多种形式。,sina
22938,2019-03-19,0.393288,【中国联通：2月份4G用户净增数283.9万户】中国联通(600050)3月19日晚披露业务数据，2月份公司4G用户净增数283.9万户，累计到达数22567.8万户；移动出账用户累计到达31976.1万户。注：中国联通1月份4G用户净增数为291.4万户。（证券时报网）,eastmoney
23014,2019-03-19,0.540899,【中国联通VoLTE业务即将试商用】3月19日消息，中国联通在其官方微博宣布，中国联通正在加快推动VoLTE(Voice over Long-Term Evolution)商用工作，全网基本具备条件，近期将开通试商用。（TechWeb）,eastmoney
18160,2019-03-19,0.945402,云财经讯，中国联通在其官方微博宣布，中国联通正在加快推动VoLTE（Voice over Long-Term Evolution）商用工作，全网基本具备条件，近期将开通试商用。据了解，中国联通VoLTE业务采用IMS（IP多媒体子系统）技术，基于LTE网络实现，可支持高清语音、高清视频、多媒体消息等多种形式。,yuncaijing
18002,2019-03-19,0.599396,云财经讯，中国联通：月份公司4G用户净增数283.9万户，累计到达数22567.8万户；移动出账用户累计到达31976.1万户,yuncaijing
7176,2019-03-19,0.480306,中国联通发布2019年2月运营数据，移动出账用户累计到达数3.1976亿户，净增196.2万户;其中，4G用户累计到达数2.2568亿户，净增283.9万户。,10jqka
7160,2019-03-19,0.529406,3月19日晚间公告集锦：航天信息：与阿里巴巴战略合作，涉云计算、区块链等领域；ST康得新：3月11日至今新增被诉案件9起，标的金额共计10.2亿元；中国联通：2月份4G用户净增数283.9万户。,10jqka
44782,2019-03-19,0.935723,【中国联通VoLTE业务即将试商用】中国联通在其官方微博宣布，中国联通正在加快推动VoLTE（Voice over Long-Term Evolution）商用工作，全网基本具备条件，近期将开通试商用。据了解，中国联通VoLTE业务采用IMS（IP多媒体子系统）技术，基于LTE网络实现，可支持高清语音、高清视频、多媒体消息等多种形式。,wallstreetcn
44524,2019-03-19,0.509158,中国联通：月份公司4G用户净增数283.9万户，累计到达数22567.8万户；移动出账用户累计到达31976.1万户。,wallstreetcn
18599,2019-03-20,0.570131,云财经讯，爱奇艺宣布今日与中国联通发布8K VR眼镜,yuncaijing
18596,2019-03-20,0.469498, 云财经讯，爱奇艺宣布今日在中国联通5G创新中心启动8K VR体验活动，双方将就未来生产定制化VR产品展开合作,yuncaijing
7347,2019-03-20,0.258033,3月20日，爱奇艺宣布今日在中国联通5G创新中心启动8K VR体验活动，双方将就未来生产定制化VR产品展开合作。,10jqka
7274,2019-03-20,0.688362,美股周三早盘窄幅震荡，道指下跌逾50点。美联储公布货币政策会议决议之前，投资者普遍谨慎观望。爱奇艺跌超5%，公司将与中国联通合作在未来推出定制VR产品。美股汽车板块低迷，通用汽车跌3.15%，蔚来跌近2%。,10jqka
45567,2019-03-20,0.326506,"爱奇艺宣布今日在中国联通5G创新中心启动8K VR体验活动，双方将就未来生产定制化VR产品展开合作。
",wallstreetcn
45564,2019-03-20,0.67404,"爱奇艺与中国联通北京公司就5G商用展开合作。
",wallstreetcn
35751,2019-03-20,0.449242,爱奇艺宣布今日与中国联通发布8K VR眼镜。,sina
35811,2019-03-20,0.97434, 【中国联通与中国科学院遥感地球所、中科遥感签署三方战略协议 共同推进遥感卫星应用产业升级】19日下午，中国联通与中国科学院遥感与数字地球研究所/遥感卫星应用国家工程实验室、中科遥感科技集团有限公司在中国联通集团总部共同签署全面战略合作协议。根据协议，三方将围绕遥感卫星大数据应用领域，在技术、人才、平台、渠道、应用等多方面开展深度合作，共同构建国家层级的全球卫星应用商业平台并进行推广。（C114）,sina
45658,2019-03-20,0.976676,【中国联通率先实施遥感大数据，促进5G应用及智慧城市建设结合发展】3月19日下午，中国联通与中科院遥感地球所、中科遥感在中国联通集团总部共同签署全面战略合作协议。根据协议，三方将围绕遥感卫星大数据应用领域，在技术、人才、平台、渠道、应用等多方面开展深度合作，共同构建国家层级的全球卫星应用商业平台并进行推广，积极协调国家民用空间基础设施等自主空间信息资源有效汇集，推动国家空间基础设施运营和空间信息应用模式创新。（通信世界网）,wallstreetcn
23490,2019-03-20,0.971608,【中国联通与中国科学院遥感地球所、中科遥感签署三方战略协议 共同推进遥感卫星应用产业升级】19日下午，中国联通与中国科学院遥感与数字地球研究所/遥感卫星应用国家工程实验室、中科遥感科技集团有限公司在中国联通集团总部共同签署全面战略合作协议。根据协议，三方将围绕遥感卫星大数据应用领域，在技术、人才、平台、渠道、应用等多方面开展深度合作，共同构建国家层级的全球卫星应用商业平台并进行推广。(C114),eastmoney
23210,2019-03-20,0.45307,【5G“催熟”边缘计算：产业链狂欢与资本泡沫】随着资本市场聚光灯的聚集，边缘计算概念股近期受到游资追捧。百度指数显示，近三个月市场对“边缘计算”的搜索激增，在3月6日到3月13日更是达到了顶峰。边缘计算指数板块从年初至今涨幅达到67.84%，高新兴、网宿科技、中国联通、中兴通讯、浪潮信息等公司涨势明显。,eastmoney
23199,2019-03-20,0.854717,【行情】爱奇艺跌超6%，公司将与中国联通合作在未来推出定制VR产品。,eastmoney
23193,2019-03-20,0.45307,【5G“催熟”边缘计算：产业链狂欢与资本泡沫】随着资本市场聚光灯的聚集，边缘计算概念股近期受到游资追捧。百度指数显示，近三个月市场对“边缘计算”的搜索激增，在3月6日到3月13日更是达到了顶峰。边缘计算指数板块从年初至今涨幅达到67.84%，高新兴、网宿科技、中国联通、中兴通讯、浪潮信息等公司涨势明显。,eastmoney
36274,2019-03-21,0.789798,【中国移动2018年净利润为1178亿元 超过中国联通和中国电信总和】中国国移动午间发布2018年年报，年报显示，2018年中国移动实现营收7368亿元，同比增长1.8%。其中，通信服务收入为6709亿元，同比增长3.7%，实现股东应占利润1178亿元，同比增长3.1%。中国移动无论在总营收、主营业务收入还是净利润方面的表现，都超过联通和电信的总和。中国电信2018年股东应占利润212亿元，同比增长13.9%。中国联通2018年股东应占利润达102亿元，同比增长458%。（中证网）,sina
18994,2019-03-21,0.759528,云财经讯，中国国移动午间发布2018年年报，年报显示，2018年中国移动实现营收7368亿元，同比增长1.8%。其中，通信服务收入为6709亿元，同比增长3.7%，实现股东应占利润1178亿元，同比增长3.1%。中国移动无论在总营收、主营业务收入还是净利润方面的表现，都超过联通和电信的总和。中国电信2018年股东应占利润212亿元，同比增长13.9%。中国联通2018年股东应占利润达102亿元，同比增长458%。（中证网）,yuncaijing
24186,2019-03-22,0.965597,【中国联通与香港电讯、澳门电讯签署粤港澳大湾区信息通信合作协议】3月22日上午，中国联通国际有限公司、中国联通广东省公司、香港电讯、澳门电讯有限公司在香港签署“粤港澳大湾区信息通信服务合作”协议，积极快速响应《粤港澳大湾区发展规划纲要》。据悉，签约四方将发挥各自在粤港澳大湾区网络资源、产品服务、营销渠道等方面优势，将为粤港澳大湾区个人客户及企业客户在5G、物联网、云计算、大数据等方面提供优质、安全、覆盖整个粤港澳大湾区的无缝连接产品及服务。（36氪）,eastmoney
47145,2019-03-22,0.506221,【河南省副省长刘伟：加快建设5G产业发展先行区】3月21日，河南省副省长刘伟到郑州市调研5G产业发展情况并召开5G产业发展推进座谈会。刘伟先后到河南移动5G业务创新体验中心、中国联通5G重点实验室调研。刘伟强调，要加快部署建设“一网四基地”；加速推进5G网络建设，拓展5G典型场景应用示范，高水平建设一批研发中心和创新应用示范中心，形成推动5G发展的合力。,wallstreetcn
47138,2019-03-22,0.974597,"【中国联通与香港电讯、澳门电讯签署粤港澳大湾区信息通信合作协议】3月22日上午，中国联通国际有限公司、中国联通广东省公司、香港电讯、澳门电讯有限公司在香港签署""粤港澳大湾区信息通信服务合作""协议。签约四方将发挥各自在粤港澳大湾区网络资源、产品服务、营销渠道等方面优势，将为粤港澳大湾区个人客户及企业客户在5G、物联网、云计算、大数据等方面提供优质、安全、覆盖整个粤港澳大湾区的无缝连接产品及服务。",wallstreetcn
24181,2019-03-22,0.506688,【河南省副省长刘伟：加快建设5G产业发展先行区】3月21日，河南省副省长刘伟到郑州市调研5G产业发展情况并召开5G产业发展推进座谈会。刘伟先后到河南移动5G业务创新体验中心、中国联通5G重点实验室调研。刘伟强调，要加快部署建设“一网四基地”；加速推进5G网络建设，拓展5G典型场景应用示范，高水平建设一批研发中心和创新应用示范中心，形成推动5G发展的合力。(证券时报),eastmoney
36925,2019-03-22,0.975937,"【中国联通与香港电讯、澳门电讯签署粤港澳大湾区信息通信合作协议】3月22日上午，中国联通国际有限公司、中国联通广东省公司、香港电讯、澳门电讯有限公司在香港签署""粤港澳大湾区信息通信服务合作""协议，积极快速响应《粤港澳大湾区发展规划纲要》。据悉，签约四方将发挥各自在粤港澳大湾区网络资源、产品服务、营销渠道等方面优势，将为粤港澳大湾区个人客户及企业客户在5G、物联网、云计算、大数据等方面提供优质、安全、覆盖整个粤港澳大湾区的无缝连接产品及服务。",sina
19366,2019-03-22,0.500456,云财经讯，3月21日，河南省副省长刘伟到郑州市调研5G产业发展情况并召开5G产业发展推进座谈会。刘伟先后到河南移动5G业务创新体验中心、中国联通5G重点实验室调研。刘伟强调，要加快部署建设“一网四基地”；加速推进5G网络建设，拓展5G典型场景应用示范，高水平建设一批研发中心和创新应用示范中心，形成推动5G发展的合力。,yuncaijing
48354,2019-03-25,0.769367,【联通网研院与东软医疗联合发布“基于5G的车载CT”】近日，东软医疗系统有限公司与中国联通网研院发布“基于5G的车载CT”产品，该产品结合了5G大带宽、低时延及移动性等技术优势，将全身CT应用到车载领域。这是中国联通作为2022冬奥会官方唯一通信合作伙伴推出的5G创新应用示范，后续也将与首都医科大学宣武医院牵头的互联网医疗救治技术及应用国家工程实验室，及东软医疗一同在冬奥会应急救援等场景提供升级医疗服务保障。（通信世界网）,wallstreetcn
20014,2019-03-25,0.924637,云财经讯，近日，东软医疗系统有限公司与中国联通网研院发布“基于5G的车载CT”产品，该产品结合了5G大带宽、低时延及移动性等技术优势，将全身CT应用到车载领域。这是中国联通作为2022冬奥会官方唯一通信合作伙伴推出的5G创新应用示范，后续也将与首都医科大学宣武医院牵头的互联网医疗救治技术及应用国家工程实验室，及东软医疗一同在冬奥会应急救援等场景提供升级医疗服务保障。,yuncaijing
25006,2019-03-25,0.769367,【联通网研院与东软医疗联合发布“基于5G的车载CT”】近日，东软医疗系统有限公司与中国联通网研院发布“基于5G的车载CT”产品，该产品结合了5G大带宽、低时延及移动性等技术优势，将全身CT应用到车载领域。这是中国联通作为2022冬奥会官方唯一通信合作伙伴推出的5G创新应用示范，后续也将与首都医科大学宣武医院牵头的互联网医疗救治技术及应用国家工程实验室，及东软医疗一同在冬奥会应急救援等场景提供升级医疗服务保障。（通信世界网）,eastmoney
37923,2019-03-25,0.714212, 【联通网研院与东软医疗联合发布“基于5G的车载CT”】 近日，东软医疗系统有限公司与中国联通网研院发布“基于5G的车载CT”产品，该产品结合了5G大带宽、低时延及移动性等技术优势，将全身CT应用到车载领域。这是中国联通作为2022冬奥会官方唯一通信合作伙伴推出的5G创新应用示范，后续也将与首都医科大学宣武医院牵头的互联网医疗救治技术及应用国家工程实验室，及东软医疗一同在冬奥会应急救援等场景提供升级医疗服务保障。,sina
39224,2019-03-27,0.20955,在连续提速降费下，运营商不断收紧开支，大幅压缩成本。三大运营商对于5G投资也趋于谨慎。据了解，2019年，中国移动将建设3万个至5万个5G基站，总投入规模不会高于2018年，有专家预计将不超过100亿元；中国电信表示，2019年将把5G基站增加到2万个，在5G建设方面的投入预算为90亿元；中国联通则表示，在5G组网方面将投入约60亿元至80亿元。（经济日报）,sina
49790,2019-03-27,0.940326,【中国联通5G重点实验室落户河南】从河南联通公司获悉，中国联通5G重点实验室已落户河南，将有效支撑5G新技术实验和相关研发测试。目前，在该实验室综合测试机房内，华为、中兴、爱立信、诺基亚、中国信科等全球5G基站设备供应商正在开展5G关键功能研发与测试验证。（河南日报）,wallstreetcn
39158,2019-03-27,0.987462,【国内首个智能网联汽车5G试点项目亮相博鳌亚洲论坛】记者在博鳌亚洲论坛2019年年会上获悉，“博鳌智能网联汽车及5G应用试点展示“将于今日（27日）正式开放，据了解这是全国首个同时开展5G试点和5.9GHz车联网通信频段试点的项目，也是国内首个结合智能网联汽车开展5G试点的项目。该项目集聚了多个品牌智能网联汽车，包括一汽红旗、百度阿波龙、郑州宇通、上海蔚来、上汽荣威等；中国电信、中国移动、中国联通、华为、中国铁塔等，为项目提供基础设施支持。（中国证券网）,sina
39151,2019-03-27,0.940326,【中国联通5G重点实验室落户河南】从河南联通公司获悉，中国联通5G重点实验室已落户河南，将有效支撑5G新技术实验和相关研发测试。目前，在该实验室综合测试机房内，华为、中兴、爱立信、诺基亚、中国信科等全球5G基站设备供应商正在开展5G关键功能研发与测试验证。（河南日报）,sina
20710,2019-03-27,0.944173,云财经讯，26日，记者从河南联通公司获悉，中国联通5G重点实验室已落户河南，将有效支撑5G新技术实验和相关研发测试。目前，在该实验室综合测试机房内，华为、中兴、爱立信、诺基亚、中国信科等全球5G基站设备供应商正在开展5G关键功能研发与测试验证。（河南日报）,yuncaijing
25705,2019-03-27,0.920771,【中国联通5G重点实验室落户河南】26日，记者从河南联通公司获悉，中国联通5G重点实验室已落户河南，将有效支撑5G新技术实验和相关研发测试。目前，在该实验室综合测试机房内，华为、中兴、爱立信、诺基亚、中国信科等全球5G基站设备供应商正在开展5G关键功能研发与测试验证。(河南日报),eastmoney
39545,2019-03-28,0.716039,中国联通宣布将于3月29日举行“中国联通eSIM（可穿戴独立号码）业务全国开通暨联通京东联合首销合作启动仪式”。,sina
20933,2019-03-28,0.753695,云财经讯，中国联通宣布将于3月29日举行“中国联通eSIM（可穿戴独立号码）业务全国开通暨联通京东联合首销合作启动仪式”,yuncaijing
50331,2019-03-28,0.716039,中国联通宣布将于3月29日举行“中国联通eSIM（可穿戴独立号码）业务全国开通暨联通京东联合首销合作启动仪式”。,wallstreetcn
21550,2019-03-29,0.983386, 云财经讯，今日上午，中国联通联合京东及产业链厂商在北京召开“中国联通eSIM可穿戴设备独立号码业务全国开通服务试验暨联通京东联合首销启动仪式”。会上，中国联通正式宣布将eSIM可穿戴设备独立号码业务从试点拓展至全国。目前，2018年以来，中国联通已配合10余家企业、20余款消费互联网智能终端，完成eSIM技术对接。其中包括可穿戴、平板、PC以及其他终端如智能音箱、智能后视镜、POS机等多种品类，涵盖运动、家庭、医疗、娱乐、教育等各类应用场景。（腾讯）,yuncaijing
